statement,label
delok arek junior high school class 1 bet sek class green color milk karo buttocks wes gedeâ€ itâ€s not torn apart my time â€biyen junior high schoolâ€s messed upâ€ cokkðŸ¥µ,0
"I have a habit of always pouring manon water in the market, hiks..",0
why am i nervous,1
I'm so nervous about what to do,1
"Even though I am calm like a fish, I am restless like a wave in the ocean. - RUMI..#MCO3",1
"It's a habit when you're already anxious, you're going to throw up",1
"Eid is getting closer. Oh God, I feel so lazy to meet a big family, I'm too lazy to ask a lot of questions, it's not okay, I'm not comfortable, I'm really worried, fuck the life",1
"Moots, does anyone have a 25k gopay? I need gopay, but there are funds/ovo :(",0
The halves are tripleâ â â â â â â,0
"Wow, today I ran and changed my style to the majistret",0
,1
"If you are restless & restless, just complain to your RABB and read the Qur'an so that the heart becomes cool and reduce cynicism towards others #bowochallenge #iwartabowochallenge",1
Guys give me a lift to life for the next 9 days.,0
"If you are able to be grateful for what God has given you, you will not worry about what is not yours. #D4rkBOT",1
Okay then buddy,0
"Dialogue in the morning.. to yourself, restless and restless accompanying it, hoping someone will understand-",1
WIYH RUNAWAY FAYEJRS AND MOTHERS QHO DRANK,0
can't you not disturb people's lives? until I'm anxious and can't sleep,1
"Please be anxious , it must continue like this.",1
"Heart disease that is hard to get rid of: it's really hard not to be curious about other people's lives, you're jealous to the point of restlessness. Any tips?",1
"Haven't prayed yet so restless, want to pray still lazy. Astaghfirullah",1
Waiting anxiously,1
Just on again,0
"Usually I sleep well every afternoon, I just want to rest for a while, I feel restless because the task hasn't been completed yet",1
How disgusting is my life? Until I'm always the reason people are in a bad mood,0
"Oh my God, I don't know why my heart is restless :(",1
"When “relying on yourself” is the best answer to forget anger, anxiety, and disappointment",1
"If there are people who are really nice to me, I get confused myself, sometimes I get nervous, I get really dizzy thinking about how to repay the kindness and what if I can't repay the kindness :((((",1
Why are you so restless?,1
"Yoo, why are you nervous, yo",1
"Starting to get restless...Others have started praying Isha, I'm not solemn, the cat is getting closer...Finally canceled the prayer to get rid of the cat",1
"I still have 2 days to work, it's really hard huft yok yok yokâœ¨ðŸ'«",0
"If the account logs out itself, why is that?",0
potta cloth,0
why have you been worried lately + anxiously,1
nervous restless peramoy,1
Did tika succeed not being tempted by po in this cb...,0
"This is the first time I've had an anxiety disorder in my sleep, and it wasn't really good. Even though I'm not thinking about anything, but I'm restless",1
this season 5x mitik really cool,0
DK metcalf ran a 10.37 at 235# ™‰,0
"Lately everything has been all of a sudden, suddenly happy, suddenly sad, suddenly anxious, suddenly relaxed, suddenly excited, suddenly lethargic, etc. I really don't like everything that is impromptu, yes, but what can I do? Ha ha ha",1
"Watching the fansign, you can go online, you can go offline, but it makes you feel bad.........ðŸ'”",0
"I just woke up, I've been slandered by anj, is it safe?",0
"Gegana, restless, speechless, I don't know what the cause is:""",1
"It's been a week but I still haven't received a reply, aka I'm really looking forward to it",1
"Hot plus cool = sore throat, want to poop",0
"heh I just woke up , what have you missed?",0
"She worries a lot, so she cries a lot.",1
Udiehzjx mapagal na naman right,0
"For 3 years comfortable with this condition, anxiously wondering if a few days later everything will change? I don't know, another crisis of confidence",1
want to talk but afraid of not being allowed,0
"Don't worry too much, your story is written by the best screenwriter",1
"gps, restless panic",1
"Not regretting or holding grudges/angry at things that have passed, and not worrying too much about the future, that's true serenity",1
I want to take a day off from work and then take her for a long walk,0
"I am in a phase where I am worried about the future, but we must leave positive thinking and trust everything to God while trying and praying for the best results.",1
"Just shut up, you know it's there. Afraid, still anxiously waiting for this month ™ »",1
Just woke up feeling restless and sore ™„,1
"Worried, nervous, sad, all mixed up. That's how it is :')",1
"what needs to be done today already, but still feeling restless",1
when you want to travel or do something you must be restless and can't sleep,1
Yakari Yakari,0
I really hope intl fans will also stream it jor jor an like when maw.. bismillah huh......,0
"If you are afraid or feeling anxious, what do you do?",1
Those who play reality are all small,0
"Why is Mewgulf making me so bored that it's not that hard to make friends, Anjim? Hadoh, God, I don't know what to do with mewgulf",0
"Since yesterday yesterday, I have not been in the mood, very sensitive, feeling restless, always surprised and many surprises every day that almost make my brain explode, everyone is the target of ups and downs in mood. But today I feel very grateful that this lecture drama is over.",1
"In my father's family, everyone is smart, I'm sure the expectations for me are also high it makes me very anxious to think about this huhu",1
boast.,0
I'm so restless when I can calm down y,1
"From here, you can see which ones are true, which are sincere, which are good, if you want it, it's like wearing a mask ""PARASITE"" ðŸ¥´ðŸ¤ª",0
"Friends Asiq, mutual friends, just rt",0
until I saw someone made verreII Bramasta dances to enstars song,0
"where are we, I'm sad this morning",0
oh my god so nervous,1
"when the body has dropped like this, it's really not in a good mood for everyoneðŸ˜·",0
"I can't sleep... I'm restless, no one hugs me . Even though I usually sleep, no one hugs me ”",1
Actually you know that the cure for your anxiety and confusion is by praying to God. But why do you still forget Him. #PeelGunda,1
Wooo hoooo!,0
"so please be worried, what version will I get ™‚",1
"Hehehe, I heard that many people have arrived in Kelantan, right?",0
"Ya Allah, I just want to pass sbm 2021, oh my god... pls, more, more",0
"I'm sad because I can't produce anything but I like to complain every day because I'm tired of taking care of children I see the body is getting bigger, yes I am getting more and more restless",1
Ve um shrek aq dboas,0
"ARMY!!!! Can I ask for the tagline, please? i missed",0
"Le ngancani when it's hard to be sopo, how come Saiki Meh met We Angel, really caring",0
"It's been a few days that I haven't slept very well, I'm very restlessðŸ¥²",1
"want to date with mutual, anyone interested? jkt only",0
"I'm small. I praise myself. other people are discouraged, I'm restless, wondering how to make things better. I'm nothing.",1
"I'm so excited to be working on a proposal, you know you're still being taught how to cry",0
"""No regrets or grudges/angry at things that have passed, and not worrying too much about the future, that's true serenity.""",1
Oh.. denied by pledis,0
ugh I'm nervous,1
"Tomorrow tomorrow, I'll tell you to fix the generator and the electric guard",0
The script is harmless. But continuing anxiety because the thesis is not finished can be dangerous for the heart.,1
Please worry until you want to cry,1
"I want a vaccine, but many are affected by eating like starving people. I'm on a diet :(",0
"This is the first time I've been jogging while listening to an uptight song, but I can actually go at a fast pace lol",0
"I'm so restless, I don't know why",1
"I swear anj from td why sii, I like to be nervous tbtb for no reason ©",1
"sometimes what is needed when there is a problem is to laugh until you forget that there is a problem, when you remember it, you feel restless like that well, it turns out that I still have a sad burden blah blah blah",1
"How worried am I? *asked my other self. Until it was sent, sustenance had a good friend. Moved",1
"Every time I hear that my friend wants to go to trial, I like to be nervous, it's not clear, I need to hurry to clean it too, but if I'm in a hurry because I see people are afraid, it's not really right :( wkwkwk",1
yakedoshita,0
So.. when will you return to jkt?,0
how come there are so many senders asking me to make you cry and then explain the tags like literally brutal.. I'm a little worried..,1
It turns out that I'm looking for good mutuals this morning,0
"Restless, upset if there is no news all day..",1
"My simple wish list about BTOB who haven't crossed out yet, only met Seo Eunkwang. The others have been and met miraculously. Huhu come on Mr. Director we meet '™",0
"Restless, upset if there is no news all day..",1
restless oh nervous.,1
"Seriously, I've never been worried about getting older, but how come I'm 24 this time, I'm really worried, it feels like ""my time is running out"".",1
Restless due to imagining too long and high until lazy to sleep.,1
"2021-05-10 11:29:50..KOSPI: 3241.49 (â–²44.29, +1.39%).KOSDAQ: 989.68 (â–²11.38, +1.16%)",0
"That's why I'm lazy to follback accounts like that even though I'm a Thai rp fellow, but honestly, you're really trash on TL, you're welcome.",0
"You can't doubt God, but sometimes that feeling of anxiety appears, it's not very clear!",1
TODAY CB DREAM!! ️,0
"Lately I'm feeling scared & very anxious thinking about the day for tomorrow's work inspector . Honestly, I'm really scared because I'm not very close to friends, I'm afraid I can't, I'm afraid to disappoint, and if I suddenly remember I cry",1
Oneus is crying for his baby picture . Gemes,0
WHAT TO SAY TO DREAMIES?,0
When will the one with the account wake up,0
mmekkkkkkk angry pen,0
Restless.. and.. restless..,1
but my heart is still restless even though my mouth is talking,1
Vala lage na ar,1
"When the effects of the depressant have started to wear off and the depression phase has started, it's really tiring",1
"""No regrets or grudges/angry at things that have passed, and not worrying too much about the future, that's true serenity.""",1
come back,0
"Massage karawang city, karawang 0888-1183-571 galuh mas, peruri, perumanas, coolies pt labor pt #mercure #galuhmas",0
Can you worry too much or not disturb my sleep,1
"Um debate sobre Pipoca com SazÃ³n, com Backcourt Brasil e Backcourt Brasil.",0
"Restless, restless, become one. Can't agree. Can't even sleep",1
I guess I regret insulting the burjek universe,0
"Eh, yesterday, there was an idea to make me, now why did the idea go away",0
Sometimes I worry about the future...At least for now I am still given the opportunity to be grateful and increase charity.,1
"Oh, I'm so nervous, bro :(",1
tmnc,0
Shift 7am-6pm doesn't really work. Just add salt,0
"Loss of appetite, weight loss, excessive anxiety, often crying, is this what is called depression?",1
"I'm jealous, okay, just copy my style, you're tacky hahaha",0
Good morning everyone! â,0
The 2nd vaccine has finished. Doesn't mean being able to get on a plane or train without an antigen test. Hmft..,0
Fajr Begins: 3:31 am..#SalatLondon,0
"The first vaccine is ready, just waiting for the announcement to go offline or notðŸ™ƒ",0
Keep restless astagfirullah,1
"Have you ever been so nervous, scared, and anxious that you want to throw up?",1
"How about you, basically, you are a loner, where is the mental health when you are not healthy, the more it is getting better. the intention to upgrade myself is even more anxious",1
Oops W WANT TO BOKER UNTIL IT'S NOT CALM,0
feelings of restlessness have started to appear ±,1
I've shifted my focus to something else but I'm still worried,1
can i tap the dm or not? I'm very nervous thinking,1
Why are you so nervous :(((,1
"If you really have to go to the ICU, it's okay, the important thing is to get better quickly and be healthy again",0
"ngestan 127 & blackpink as the ult group,, the two of them usually only cb 2x a year",0
It's time to go to a watch repairman. fix bedtime.,0
great no limit,0
restless restless accompanying,1
"Close jam, close jam, want to go fast",0
I'm upset restless languishing,1
"Eid is coming soon, bae",0
"I really like this, I'm nervous about things I'm not sure about, I don't know why but I feel really nervous. WEIRD.",1
Dudeeee! What's up?,0
wooyoung ️ ️ ️,0
WKKWKSKWKSKWKSJEJDJD,0
Why are you so nervous,1
Successfully online at 9am. Even sleeping in a state of restlessness what is wrong with me,1
astagfirullahh raise your hand in Japanese,0
"Overthinking, lonely, anxious, bad mood, sad, reminiscing about things that make you feel uncomfortable... Just keep going",1
"Ado is nervous because he failed to damage the structure of the klrgo wong.  brags about your stepson. I'm still able to study until today, my parents paid for it. Ctek affects idk. Hanging out to drink and eat my edop? I'm not. Prcma bragging about your kprgo. My father is still able to keep his word.",1
"I'm already big but I can't position myself according to the conditions, poor caper",0
"""No regrets or grudges/angry at things that have passed, and not worrying too much about the future, that's true serenity.""",1
"A restless heart is that people are always looking for other people's faults, until they forget that they often make mistakes themselves.",1
WHERE IS MY JAEMIN PC?,0
"once again said fierce. google, how to be not fierce? “",0
It's been a week I feel restless and my head feels full I want to rest while I sleep,1
"Bismillah for Eid 2021, you get a few questions, you get a lot of THR",0
Kuan's our tp will start now!..ORENCH LANG SAKALAM,0
how about selling myvi blek ahhh. want to pick up jazz,0
I'm worried about speed,1
"I swear I'm nervous, why are you?",1
but my heart is still restless even though my mouth is talking,1
"worry too much at this hour, God is so annoying",1
Anxiety for no reason. How come?,1
"It's really restless since yesterday thinking about another second in class 12, preparations for SM are still a little bit, there's a lot to worry about",1
"Breaking a habit that has been done for 7 years is not easy, this is the reason why I am often confused :')",0
"Really, I haven't been on Twitter for a day, it feels like a century",0
"I just woke up listening to NCT DREAM 1.71 MILLION SELLER, I immediately woke up, I thought I was still dreaming",0
"For a long time, my heart feels like it's going to burst when it's restless",1
/ae/ AWOSKWOSKAOKZKSKAA 30 MINUTES AGAIN NKAUXSJDIW,0
"but the original is the funniest ship, jaemin yeji, isn't it, not in a negative sense, huh....like the head of the class who is fierce with a naughty boy who likes to tease a pretty girl",0
"Whatever the nominal, I'm still very grateful",0
Pickaw isn't on my side,0
Why am I nervous,1
"It's still morning, there's just a toxic lambe.. What did you not invite to refresh on the weekend? Wk",0
"I'm sorry, it's too late, but I need enthusiasm to find a take off album ™‚ðŸ'”",0
I'm dancing on the edge of restlessness. Craving a lost soul,1
"Hey, what news did you miss?",0
good morning the world's tricks~,0
"Suddenly restless, not even 5 minutes immediately severe nausea. It's true that stomach acid is the fastest way to get sick if you have thoughts ' »",1
Room Cleaning................................................................ ................................................................. ................................................................. ................................................................. .................................1,0
"So I remember at the beginning of the fast, I thought I was nagging 'just watch out fromis comeback during fasting or after Lebaran' and they didðŸ§ »â€ â™€ï¸",0
what's happier than waking up and seeing dreamies million seller,0
"Fatimah is already wearing earrings, she's still a boy ²",0
Anxious,1
how can i be angry?,0
Baler question kore rakhce,1
Still very anxious £,1
I'm afraid the anxiety is too much because I'm already in the phase of being really scared,1
"Some days feel different, I don't know what it feels like to be restless",1
it's complicated,0
"I've been the most anxious person before I became the most sincere person, I've also been the most worried person before it all ended",1
Room cleaning,0
"Watching the coverage of the explosion in Beirut last year in the morning, it's really sad.",0
Restless restlessness accompanies,1
"igi boyeahhh for a while, I haven't taken a shower on fb yet",0
"It's true, it's okay to be nervous, it's really okay to get it""",1
Anjir worried I was too much,1
"Tonight he continues to chatter about money, I'm so confused what to do. Once he said don't worry about money, but he kept blabbering about money.",1
"Why is it that if there are a lot of people talking in front of the house, there are too many motorbikes that pass by, the feeling is immediately restless, afraid, gt",1
"Prolonged stress, depression every night, feeling restless, have risen many times but the results are zonk, feel that relying on God is useless? Hey!! Try to ""give up"" :)",1
"Time is slow for those who wait, too long for those who are restless, and too short for those who are happy. ",1
I'm so nervous :(,1
"10. Especially for this month the Cheapest Netfix Account Promo is only 15K, ordering info can directly DM or check Pined for more information.",0
"These iols want to try their luck at the police station, not try the worst fate without a letter. iols tk that stupid yee",0
I'll just make this account a task jockey this time haha,0
"Oh God, why do I feel restless and uneasy?",1
Arek arek iki yo sek yamene wes info chip info chip.. ok yo,0
"Do you understand if you hear the cellphone ringtone from wa or telephone or whatever, you are worried, afraid of yourself.",1
"I'm amazed, bro, I want to know a girl and then grab the filter, sec, do you understand the function of the filter, don't you?",0
"At this hour I just woke up, even though yesterday I have made preparations, I have to be productive",0
Don't worry about yourself,1
I want tusbol as long as I use 12pro maxðŸ¤© ..WKWKWKKWKWKWKWKKWKW,0
"Morning everyone, today is my schedule for babysitting, my nephew is coming, I want to break the taste",0
"mentally down because social media is not that good :""/ you're worried but can't do anything :((",1
Restless ha ha,1
"Well, stop it. Looping without permission to enter the room of someone from a different company, immediately cut off the conversation of another person in the meeting. Yes, bro, one room is ignored, right? Luckily I wasn't kicked out. Serious attitude and manners are really important. I want to do it but it's too bad hahaha",0
"The dream was bad, Allahu",0
Sleepy but restless when you sleep,1
"This is why I can't sleep, I'm so restless...",1
"So sad, I really want to cry. don't like it. make restless.",1
This chubby girl when she's skinny she's more beautiful than everyone,0
"people seem calm, happy like there's no problem because only one smile we throw out but sad, restless and anxious millions of which we keep to ourselves, only we know.",1
how do you get rid of anxiety,1
"I have 2 songs recommendation now I forget about it because it was just extended by Apple Music Now, so I forgot to regret it",0
Morning guys. Have a productive Monday,0
Sleepy can't talk about this,0
"Can't sleep tonight, why are you so restless?",1
"Where is THR not appearing, don't tell me it's not there this year",0
"for once, this girl of yours said spicy words, said bad things about the person in front of her directly hahaha I'm so sick of holding back my emotions",0
it seems like only my ART who was given THR said â€mostly teaâ€ £ can gt…ðŸ˜…ðŸ˜…,0
Don't forget to vote ',0
"A little worried, a lot of broth",1
"I swear I can't sleep...sleep anyway, but I don't sleep...so restless..",1
"I was a little worried that the afternoon class would actually be able to reach the target. But God just gave a way, wednesday class was moved even though it was a quiz. At least later in the morning you can make out with data until iftar",1
"I rn: .. sluggish, tired, lethargic, limp, restless, anxious, nervous",1
2nd Eid without Mama˜”,0
Last time I dreamed of buying a gecko with my aunt. Happy but sad it's just a dream ©,0
"Good morning army!! Want to remind about voting later, don't forget to follow @.btsvotingorg so you don't miss any info about voting and when to start voting. there's also a time starting at v0te when to minimize the same questions in the base. if there is mutual (cont..)",0
Through the day has not calmed without saying good morning. Through the night continues to be restless without saying goodnight..,1
no one wants to drop this template on my acc... so few,0
"What worries me is when the expectations are high, even though logically such a reason should be accepted",1
"If you are at home alone, you like to be anxious, gtu, taxi?",1
"Day by day, that hope grows, the closer I feel, the more I expect from you, and sometimes I get anxious because of it. To the point that I became worried, worried that it would disturb my hopes. Especially disturbing km.",1
I hope,0
"troubled, restless heart, restless soul.",1
"Instead of getting calmer, this heart is getting more restless",1
Soon it will be full of surprises,0
You are amazing person,0
Alhamdulillah sustenance °,0
Asking for your own money is like begging... ha ha,0
"here who likes to make fmv, what apps do you use?? I found a good song and thought I wanted to make a fmv like this",0
"Why is it that every time I do my job I'm always restless, I'm so dizzy, it's so hard I can't focus, please",1
This world is just a dream and you will wake up when you die.. - Ali bin Abi Talib,0
Finally restless again uhh mmhhh ahh,1
This is why my heart is beating so fast. Very restless. But I don't know what I'm worried about. It's a great feeling.....,1
"It's like something's up, something's weird, but I don't know what, it feels so restless.",1
"The main key is being able to survive online lectures, being honest with yourself and having friends to talk to, the point is you can't hold on to problems so you don't feel the stupidest in class, even though a lot of other people also feel the same thing, they just know how to cover it up.",0
"Compromise to your heart's content. Restless , upset , happy , sad . It's like riding a gondola but don't know when to get off the ride.",1
"It's been 3 weeks I feel really tired. The heart is pounding, the body is spooky, cool, in this brain's head it doesn't stop thinking about things, isn't it. The feeling of not being needed, the feeling of being ignored.. The soul is restless. Nervous. Afraid.",1
"""cover jjk 16 if not naoya, yuuta deh"".. Akutami: *proceed to draw my kenjaku*",0
"â€œTo reach your ultimate goal, you have to be patientâ€ (Tobi) #BotArdy",0
being restless since noon but being ignored,1
"I just finished taking care of the hampers, I'm already dizzy now I want to sleep until the afternoon",0
TB 2021-05-10 02:32:02 UTC 5245992dbda05066afa45b596af17cbaffe68ec41e41f575381c67bda1f90bc0,0
"I hate that every time I worry again, stay up late again, worry again, stay up late again... I'm confused.",1
can i ask for account tag q? thx bestie,0
"This is crazy, the contents of my head are so full that it makes me nervous when I take it down wkwkwk",1
which one is correct? 7I or 71??,0
"I miss feeling the atmosphere while walking around, there are people selling lemang at the edge of the road """,0
"I was crying last night before going to bed, random feeling, I don't know why 24 years of life doesn't seem like there's anything to make my parents happy",0
Have a blessed Monday,0
Sleepy,0
It's anxious to worry,1
"I guess I didn't buy it first, because I want to pursue the launching of my own brand",0
Where's my mood?,0
Ywa nakulbaan jud ko,0
"don't forget to recite these after prayers and on a daily basis: ..â€¢ ayatul Kursi .â€¢ subhanAllah x 33.â€¢ alhamdulilah x 33.â€¢ Allahu akbar x 34 .â€¢ surahâ 's al-falaaq, sincere & al-nas.â€¢ Allahumma aa'inni ala dhik-rika, wa shuk-rika, wa husni ibadatik",0
"lm want to join ressh ap prem which is open for 4 months, is there?",0
holiday due to Eid â . holiday due to lazy work â…,0
"One day you have to reply, you are worried, you are appreciated, you are made to cry, you are underestimated. .Get ready, wae, kuwi kabeh ra kepenak rasane.",1
Happy Mondayâ€ï¸. Happy holidays to those who are already on vacation~,0
"You must be firm in facing the problem, rather than worrying about its torture against you",1
Are your parents a pillow maker? Because it feels good to be near you.,0
where to buy trusted netflix. #zonajajan #zonabu #zonauang,0
"I'm hungry, weak, lethargic, restless.",1
I never thought I was bpd. I think I'm just worried and depressed. turns out to be worse than that,1
#CacheteEnLaNoche yes yes yes,0
"Me when looking in the mirror: ""crazy, my dog ​​is really handsome"".. Me when trying to take a selfie: ""ouch, what the heck is this huek (those ticks... x). Why is it still so dirty??""",0
"oh my god why have you been a week, you're so nervous, it's really bad aaa",1
"No need to run, just walk one by one the stones that are being stepped on slowly and absorb it without feeling anxious and full of emotions",1
confused and restless. This heart seems to die. When you change,1
"Now Jisung is crying, right?",0
"Feeling anxious like this, every time you want to work, you have to feel anxious and not calm",1
want to have zhongli too,0
"After bubbling a lot, are you safe?",0
"First of all, I'm really sorry that this account doesn't work as expected. I don't know why I'm sad now, I'm nervous, I don't want to give up, I often panic... I know time is running, I really try so hard but I'm sorry again"" cin failed... Sorry everyone, I can't tell you positive things :)",1
Already feel the closest. Even though there are closer,0
"lonely morning, you guys are on g-meet huh?",0
"Yesterday, nothing had changed from the arrogant boys. Cool cool... Until sometimes when I get home, it feels like I'm not laughing anymore",0
"It's getting closer to Eid Al-Fitr, there is a feeling of restlessness and restlessness even though I can cover it with my smile.. It's been almost 8 years of Hari Raya without meaning and getting used to it... Just be grateful to Allah that I can still fast for Ramadan and Eid... That's it",1
"Hi, I want to tell you... Lately I've been feeling restless, have trouble sleeping, I searched on google it says it's a mild symptom of depression, I used to tell my mom a psychologist friend ""don't think too much, it's not important you get depressed easily"" then I frequent irregular breathing.",1
"Yes, obviously, if you choose a trustworthy leader, choose number one! greetings Mrs. Khofifah!",0
Just buy new tires. 4. :',0
"If you're bored, leave. Don't hold on because it's too bad :)",0
"I want you to be the reason behind my smile, not the reason behind every cry",0
"Have you ever thought of something and then immediately forgot it then thought you were thinking about this bastard, I don't remember it, so I was restless",1
Need to get rid of various kinds of thoughts that make you anxious...,1
"Never doubt that God will always give the best for you, even though sometimes you have to feel pain first.",0
I really can't be told to just listen to it for hours. Immediately anxious innate.,1
even though I don't miss anyone but I'm still restless,1
why is it that lately i like to be restless.. huftt,1
why are you always restless?,1
ha ha ha i can't focus on my work ha ha,0
KESESSESESESE,0
"Help ma mental... It's really like this... .I just told myself this afternoon that you're great, great because of your anxiety and overthinking you haven't appeared in a few months, but why is it now showing up again ️",1
"haven't slept yet hoaaah, let's go to sleep first yaa :)..byeeee lopyu",0
"Hmm, I don't know what to do, but I'm nervous",1
Anyone not fasting?,0
company name : mirae hoshiho aka future Hoshi and mashiho :D avvvvvv,0
"Lately, I'm getting more and more restless, why isn't it?",1
"restive = restless, restless",1
"exongakak [HELP RT] Looking for an agency? Join here, hopefully you can feel the old rpw.. be nice here and no peanut! Check fav^^",0
Toy temblando kahdkakd ayuda,0
I'm worried that the bad effects make my head hurt like I'm scared :(,1
pls I'm so restless I can't sleep,1
"Anjir is so restless today, what's wrong?",1
"Finally, I dared to tell my mother that I wasn't with her anymore :""). Why is my mother crying so hard: "" I'm sure my mother knows that I have never played with someone's feelings and know that when her child loves her, she can do anything for that person & now his son's position is being wasted :)",0
"JB want to buy npure products, anyone selling?",0
"when your bipolar relapse welcome shortness of breath, tremors, anxiety, fear, selfharm etc",1
It feels uneasy.,1
"""Don't say everything you know, but know everything you say.""",0
anw I'm eating richeese in my room «,0
"The days are full of restlessness, with income that doesn't know the direction..Hopefully we can always get what we need and be given the advantage for a desire...5 - 5 - 21",1
WEKERICHIMULA AAAAAA,0
Can't sleep. Just restless by nature,1
"When I go back to work, I suddenly feel anxious, feeling anxious and I don't know why :(.",1
"Raya is redesigning Pagoh, can't cross the area anyway",0
how do you stay calm so nervous after reading this.,1
Fucking hate you,1
take it slow instead of blasting with jek1,0
"Fearful. Often experiences feelings of extreme worry, sadness, or anxiety.",1
do you have gas?,0
"let me strum the guitar, believe me.. all your complaints, worries, anxiety, sadness and confusion will disappear instantly",1
are you on vacation?,0
"Oh god, even though I was expecting Naoya or Yuta to be the cover of vol 16 ©",0
"I've gained weight I thought I was fat, it's you in my heart :)",0
"Shit! I'm addicted to playing cellphones so that if I don't have a cellphone, I feel restless. How do you get rid of it",1
Want to prepare Eid clothes for Eid â . Want to prepare mentally for Eid…,0
Goals this year,0
WHY ARE YOU VERY EASY??? WHY HAVE YOU ARRIVED ANXIETY LIKE THIS,1
"I'm so sorry, but can you give me words of encouragement or not? I'm really worried that I can't make my kids happy.",1
why today's heart doesn't feel good..jealous?.anxious?.disappointed?.feeling failed?,1
"Body aches, sleepless nights, anxious thoughts, what are the signs?",1
"Every Sunday, you must be nervous, thinking about Monday tomorrow.",1
"The Malay name has gone up again, oh my, this is where we came from",0
Era so um tbt fora do he mrm pprt,0
"If there's showhyuk content, go to sleep",0
Love is never wrong and love never hurts. #Belle [Beauty and the Beast],0
it makes you feel restless,1
Eminem is rocks,0
dick,0
"Get rid of this restlessness, Amen.",1
como que jyp ripeo,0
"Remember to always be on TV, the one with the title Tiri is cruel. Apparently the one in my house is the same",0
Where to find this last min raya cake,0
"guys, do you have the same cake as me? I like being scared but I don't know what to worry about :((",1
"crazy, why are you nervous? *plays yo-yo*",1
"Lately, I've been feeling anxious, restless, sad, but I'm still feeling sad because na, kabeh comes naturally. Strange.",1
"Arrange for open orders for zepeto needs, those who want direct dm or wa only °",0
"Ish, this uncle has a temper like three tribes he made it",0
"I don't know whether to be happy or sad. And don't know how long this feeling will last? I'm the one who feels it just great every day coy.. confused about my own feelings. Sllu not calm, restless. But, just give up.. there is God. My son, yes.. Shaina can.",1
"Can I skip this or not? To be honest, I don't really have any feelings of anxiety, I just thought about it, do you think I can survive in this place or not??",1
I don't like fickle men,0
"This week, I'm only working for 2 days, wfo is really borne",0
I want to feel the same as my boyfriend. .How does it feel?,0
"Jaks? Chub, Tara quickie. No f2f. Featured. G! Messenger back cam.",0
It's good if you get soto ©,0
"Why is it that I'm CB dreaming this time, I'm really nervous, I don't know why?",1
anjayy new emoticon,0
"He said after the trial he could sleep peacefully, what the hell, my dog ​​is still restless now",1
"There is excessive anxiety today, .And, there is another.",1
"I'm so worried, even though tomorrow is just a presentation...",1
"-May I ask, hehe. Which album is Everlasting Shine included in? Still dreaming right? Btw the spirit of drunken domanggalka~",0
so dizzyðŸ˜”,0
"Astagfirullah, my boarding house is a mess :(",0
I don't know why tbtb is restless not calm,1
"""How big is the grudge in my heart.. How strong have I become thanks to that. You don't know anything about me"" -Sasuke Uchiha",0
,1
It's good to listen to ATEEZ's song in the morning,0
"hello moots, has anyone at home been sprayed with mosquitoes today? If there is, please reply hehe",0
"Td someone comment wants to see manly, the most isle tgk comment on lizzy's post",0
"Why does it seem like tonight I'm restless, sad like I want to cry but I don't know what to be sad about",1
"Honestly, there is one person who is willing to be my home. Tell me when I'm wrong, comfort me when I'm nervous, and hug when the world is tired. I tried to survive on my own, but in fact it took a long time to become okay.",1
less than 30 minutes to go,0
It's a different time to be so restless,1
Mama ©,0
I hope my brother's strength doesn't go down to the children,0
gn. giyu > shinobu btw ^^,0
where are my moods?,0
"I don't feel like it's been 2 days since I've been fasting, I've already prepared my answer when I'm asked ""where's her boyfriend?"" …..#Lebaran2021",0
Hoo so that's the problem that's been bothering me since Monday,1
"I'm so restless, why isn't it",1
"The best surau ive ever been in shopping mall is aeon Value. We need this kind of surau in Malaysia honestly, instead of a surau near the parking lot, it's far away",0
"Honestly, what I'm thinking now is how many versions of the album will I be able to buy and how many versions€",0
Dancing on the edge of restlessness,1
"It's been silenced for days, how come it's not green, it's sb :(",0
"/beauty/ guys, what do you usually drink or exercise when you are late? If you lose weight, does it affect your menstrual cycle or not? I'm more than a week late and it's even more stressful",0
â€œhappy workingâ€ eyyy I just feel like getting angry,0
want to wash it but don't want to wash it,0
Sometimes it's your own thoughts that make you anxious and afraid to close your eyes until you don't sleep,1
"a lot of work tomorrow a suddenly meeting, stomach acid rises, dizziness, can't sleep, restless. what should i do",1
"The plan for the extension also failed, the slots are fullðŸ™‚ðŸ˜",0
restless and worrying too much,1
"Moving forward is hope, Quitting is despair. Restless hope is better than despair..#morethanfriends",1
"I haven't felt this for a long time but I came back last night. Feeling restless, worried, cranky, but I'm borrowing my laptop again, I want to tell you to return it quickly but I don't dare to make a fuss, MasHam, it's not comfortable to quickly go home, even though it's more than 9 o'clock at night",1
Lontong rendang during Eid there is no opponent,0
let this anxious rest ok. please this,1
"How come lately I'm not feeling well, like mellow, not calm, restless",1
"Wow, how come people who wear headscarves can feel comfortable wearing their masks in their headscarves?? ️",0
I burnumun diki,0
BMHDCQTAQNSLAHSTYSQUCTHPMPAM,0
"Just thinking: we used to be fine, why is it now like this huh? What's wrong with us?",0
"He is very busy, He is restless, geez, what's going on?",1
Restless and agitated,1
why never thought there was a small portable aircond. hihh,0
"tbtb restless, tf is wrong with meh?",1
"Last last I want to go back east, I can't even because pkpd hiya",0
